MAG ID	N50 length	Depth	Completeness	group	group2
JL1.bin024	19686	12.87	95.33	90	>90
AH4.bin042	19663	13.72	90.3	90	>90
SX3.bin042	19634	25.34	93.41	90	>90
SD2.bin172	19628	52.73	80.02	80	>80
SX1.bin057	19627	211.42	72.13	70	>70
GX2.bin030	19589	15.62	87.96	80	>80
SX5.bin116	19582	16.15	81.89	80	>80
SX2.bin085	19553	34.84	95.43	90	>90
AH5.bin073	19552	22.11	78.41	70	>70
SD4.bin079	19548	104.94	92.23	90	>90
SX3.bin037	19527	188.97	92.55	90	>90
SD5.bin147	19524	13.89	86.37	80	>80
SX2.bin152	19520	15.15	83.75	80	>80
XZ5.bin028	19490	99.4	100	90	>90
AH4.bin041	19456	24.5	81.03	80	>80
XZ4.bin113	19445	27.31	78.04	70	>70
AH3.bin084	19432	27.58	86.47	80	>80
SX1.bin014	19400	45.38	87.02	80	>80
SD2.bin037	19383	12.17	92.01	90	>90
AH2.bin035	19369	13.45	92.15	90	>90
JL5.bin103	19369	12.36	83.93	80	>80
JL1.bin091	19353	13.68	87.9	80	>80
SD2.bin101	19339	17.21	91.28	90	>90
JL2.bin034	19335	12.89	71.02	70	>70
GX3.bin057	19334	28.19	83.76	80	>80
SD2.bin176	19326	13.64	89.23	80	>80
JL5.bin066	19290	33.9	84.88	80	>80
XZ3.bin102	19262	33.83	91.61	90	>90
SX5.bin032	19251	18.3	86.81	80	>80
AH2.bin066	19243	22.92	88.81	80	>80
SD4.bin059	19238	15.17	91.05	90	>90
JL1.bin159	19232	228.66	77.31	70	>70
GX3.bin091	19230	21.31	97.09	90	>90
GX1.bin169	19198	18.64	84.38	80	>80
SX4.bin082	19196	57.76	80.97	80	>80
SD1.bin122	19192	18.77	85.67	80	>80
SD2.bin090	19189	21.95	80.98	80	>80
JL1.bin023	19176	39.33	73.45	70	>70
SX4.bin040	19169	38.48	88.48	80	>80
SX1.bin094	19168	12.55	96.82	90	>90
SX3.bin027	19158	23.67	89.08	80	>80
JL5.bin146	19157	48.26	97.33	90	>90
XZ1.bin065	19153	14.04	92.85	90	>90
SD5.bin132	19148	114.83	89.46	80	>80
GX1.bin064	19130	33.27	89.51	80	>80
SD3.bin198	19121	13.96	89.35	80	>80
SD2.bin039	19116	13.08	82.71	80	>80
XZ2.bin033	19100	16.58	75.14	70	>70
GX4.bin085	19087	32.1	91.5	90	>90
JL2.bin036	19058	170.69	71.46	70	>70
JL1.bin036	19050	95.53	100	90	>90
SX1.bin076	19048	13.45	93.65	90	>90
SX5.bin113	19041	13.35	91.6	90	>90
AH3.bin145	19018	102.58	81.8	80	>80
SX3.bin018	18925	33.1	93.52	90	>90
AH4.bin063	18914	33.23	75.57	70	>70
GX4.bin094	18894	28.57	91.65	90	>90
GX5.bin058	18889	29.44	95.96	90	>90
GX3.bin113	18883	13.66	86.58	80	>80
JL5.bin005	18880	19.12	92.23	90	>90
SX1.bin103	18877	80.34	85.07	80	>80
SD4.bin044	18873	159.78	81.77	80	>80
GX1.bin115	18867	30.54	79.22	70	>70
SX3.bin087	18843	47.46	80.06	80	>80
GX4.bin090	18840	16.83	94.68	90	>90
JL1.bin185	18773	100.37	85.48	80	>80
XZ2.bin119	18768	16.03	91.73	90	>90
SX1.bin019	18758	18.38	79.7	70	>70
XZ5.bin102	18746	13.05	85.37	80	>80
JL4.bin033	18724	34.34	76.55	70	>70
XZ3.bin042	18716	164.57	70.34	70	>70
JL1.bin003	18634	14.69	90.82	90	>90
SD1.bin129	18586	14.32	79.42	70	>70
GX1.bin131	18576	20.81	79.7	70	>70
SD4.bin146	18575	13.7	77.63	70	>70
GX3.bin031	18572	13.22	82.76	80	>80
XZ4.bin166	18572	37.51	71.14	70	>70
GX1.bin075	18569	15	90.13	90	>90
JL3.bin006	18553	12.29	77.8	70	>70
SD3.bin005	18542	13.61	87.36	80	>80
XZ1.bin126	18538	13.13	89.81	80	>80
GX1.bin092	18535	15.72	92.62	90	>90
GX5.bin008	18532	59.77	88.59	80	>80
AH3.bin166	18532	13.03	94.97	90	>90
SX3.bin148	18501	14.31	87.74	80	>80
SX2.bin056	18487	52.76	90.96	90	>90
GX4.bin106	18477	13.4	79.56	70	>70
AH3.bin174	18448	12.77	91.92	90	>90
GX2.bin124	18433	42.68	87.06	80	>80
SD2.bin093	18413	13.43	85.97	80	>80
AH2.bin206	18411	12.5	86.24	80	>80
SD4.bin112	18411	13.55	91.89	90	>90
SD4.bin080	18401	14.01	87.48	80	>80
JL3.bin105	18388	440.45	79.46	70	>70
AH2.bin051	18384	12.74	79.59	70	>70
GX4.bin125	18371	13.69	95.64	90	>90
XZ5.bin122	18362	14.14	76.88	70	>70
SD2.bin181	18354	18.81	91.89	90	>90
SD4.bin038	18351	29.08	92.44	90	>90
SX2.bin156	18348	57.34	79.14	70	>70
GX2.bin134	18347	140.48	77.74	70	>70
JL4.bin009	18345	14.53	91.17	90	>90
SD2.bin114	18318	21.09	75	70	>70
JL2.bin117	18316	39.89	84.91	80	>80
SX3.bin103	18311	104.37	93.82	90	>90
AH2.bin115	18282	27.11	81.61	80	>80
GX1.bin043	18259	97.95	81.1	80	>80
GX4.bin065	18239	18.21	70.52	70	>70
JL1.bin146	18239	17.97	92.54	90	>90
AH4.bin119	18237	12.07	79.19	70	>70
GX3.bin176	18214	13.65	85.1	80	>80
JL5.bin079	18210	12.5	85.58	80	>80
XZ3.bin113	18208	15.25	94.97	90	>90
JL1.bin027	18203	13.27	89.93	80	>80
XZ4.bin112	18194	13.96	89.53	80	>80
GX2.bin137	18148	18.83	90.55	90	>90
SX4.bin084	18147	16.2	93.88	90	>90
SD5.bin100	18147	12.74	94.61	90	>90
XZ3.bin060	18141	13.76	90.45	90	>90
SX2.bin071	18103	29.72	92.21	90	>90
AH3.bin033	18101	13.55	82.82	80	>80
SD1.bin033	18074	22.03	79.78	70	>70
GX3.bin109	18071	19.87	75.06	70	>70
SD4.bin168	18055	13.72	90	90	>90
XZ4.bin060	18041	13.16	72.63	70	>70
AH1.bin049	18024	16.16	74.44	70	>70
AH5.bin143	17989	15.01	93.04	90	>90
GX3.bin174	17976	12.23	76.72	70	>70
XZ4.bin048	17975	13.29	81.16	80	>80
GX1.bin168	17959	42.6	75.44	70	>70
GX3.bin181	17936	39.58	84	80	>80
SD1.bin198	17933	15.92	86.18	80	>80
JL2.bin152	17926	26.08	82.41	80	>80
GX5.bin038	17891	15.86	87.06	80	>80
JL5.bin129	17890	12.18	81.43	80	>80
SD2.bin017	17885	13.02	89.04	80	>80
GX3.bin039	17870	18.76	92.97	90	>90
SX3.bin021	17841	25.15	76.72	70	>70
JL4.bin056	17821	14.08	87.49	80	>80
AH3.bin057	17812	56.39	92.31	90	>90
SD3.bin079	17790	13.31	78.24	70	>70
AH5.bin080	17774	16.02	87.76	80	>80
GX2.bin015	17772	12.96	81.58	80	>80
SX3.bin077	17768	15.42	89.45	80	>80
GX3.bin096	17766	13.49	91.49	90	>90
SD3.bin193	17754	60.64	80.98	80	>80
XZ1.bin125	17751	21.19	91.11	90	>90
JL1.bin028	17732	84.86	77.57	70	>70
JL2.bin066	17722	15.05	72.53	70	>70
GX5.bin129	17714	13.67	85.35	80	>80
AH2.bin092	17683	12.5	88.99	80	>80
AH1.bin109	17657	12.04	74.94	70	>70
SD2.bin161	17593	12.18	90.1	90	>90
XZ5.bin019	17592	12.27	92.54	90	>90
GX1.bin049	17589	13.35	85.82	80	>80
SX1.bin033	17581	16.58	89.01	80	>80
XZ5.bin124	17567	668.8	92.92	90	>90
JL3.bin077	17545	36.06	76.04	70	>70
XZ3.bin080	17541	13.78	80.74	80	>80
SD3.bin166	17535	17.29	95.97	90	>90
JL3.bin100	17515	13.85	79.14	70	>70
JL3.bin014	17514	169.54	85.69	80	>80
XZ1.bin130	17503	13.49	84.14	80	>80
SD3.bin097	17499	59.87	89.85	80	>80
AH4.bin049	17496	24.25	83.93	80	>80
JL1.bin169	17489	127.84	79.32	70	>70
SX2.bin144	17483	25.73	94.96	90	>90
SD1.bin173	17479	56.06	95.79	90	>90
AH3.bin218	17469	41.03	89.51	80	>80
SX3.bin074	17452	34.99	95.34	90	>90
XZ2.bin043	17447	33.33	89.42	80	>80
AH4.bin055	17442	13.45	72.38	70	>70
GX5.bin096	17421	13.55	81.97	80	>80
GX4.bin010	17411	55.55	79.93	70	>70
GX3.bin005	17405	14.76	91.74	90	>90
GX1.bin106	17401	12.67	71.59	70	>70
SD5.bin076	17399	11.91	90.61	90	>90
AH2.bin099	17384	31.14	100	90	>90
SD1.bin120	17375	13.29	83.14	80	>80
XZ4.bin022	17375	20.88	71.88	70	>70
SD1.bin031	17315	23.78	92.51	90	>90
SD5.bin150	17302	13.9	70.83	70	>70
AH4.bin059	17296	86.94	83.39	80	>80
SD3.bin114	17290	13.24	81.2	80	>80
AH1.bin009	17288	142.96	77.62	70	>70
SX2.bin034	17279	37.4	80.31	80	>80
AH5.bin044	17266	60.9	86.71	80	>80
SD1.bin102	17266	12.35	73.72	70	>70
JL2.bin176	17261	394.71	80.43	80	>80
JL1.bin168	17256	14.2	82.15	80	>80
SX3.bin071	17248	18.81	78.28	70	>70
JL1.bin126	17242	13.63	87.66	80	>80
JL5.bin038	17161	13.13	86.04	80	>80
SX5.bin115	17154	13.77	89.18	80	>80
SX1.bin055	17148	15.63	99.06	90	>90
AH2.bin098	17115	12.7	81.35	80	>80
GX2.bin065	17073	23.3	91.57	90	>90
AH2.bin052	17048	18.52	84.91	80	>80
SX2.bin066	17047	15.97	87.34	80	>80
AH3.bin102	17043	27.44	89.14	80	>80
JL2.bin100	17039	13.17	93.14	90	>90
AH2.bin049	17028	13.28	95.16	90	>90
XZ3.bin061	17027	12.79	85.72	80	>80
XZ1.bin058	17024	39.93	88.93	80	>80
GX2.bin059	17021	24.95	83.07	80	>80
JL4.bin045	17015	42.82	82.51	80	>80
SX2.bin039	17009	44.43	92.78	90	>90
SD2.bin142	17007	13.12	79.66	70	>70
SD4.bin164	17000	12.38	89.69	80	>80
XZ2.bin071	16985	15.67	78.47	70	>70
GX2.bin007	16981	13.27	91.84	90	>90
GX2.bin139	16955	14.48	77.09	70	>70
SX2.bin129	16938	13.64	92.88	90	>90
JL4.bin127	16923	65.89	91.32	90	>90
GX1.bin104	16896	97.08	89.71	80	>80
AH5.bin008	16894	14.34	83.21	80	>80
JL1.bin166	16861	145.94	81.5	80	>80
SX1.bin035	16859	12.59	80.62	80	>80
JL1.bin022	16834	14.05	83.75	80	>80
SX4.bin072	16832	12.48	72.96	70	>70
AH1.bin025	16771	12.44	92.62	90	>90
GX3.bin086	16770	62.01	94.3	90	>90
XZ2.bin143	16770	14.68	84.48	80	>80
SX1.bin036	16721	13.92	81.96	80	>80
JL4.bin039	16716	13.98	86.49	80	>80
SD2.bin040	16712	19.28	80.24	80	>80
JL3.bin085	16701	21.93	89.85	80	>80
GX5.bin086	16698	12.9	86.31	80	>80
AH5.bin055	16672	43.49	77.76	70	>70
AH5.bin030	16626	13.23	87.3	80	>80
JL4.bin049	16619	13.74	70.41	70	>70
SD2.bin089	16584	23.68	76.72	70	>70
GX3.bin023	16581	77.05	83.64	80	>80
XZ3.bin040	16573	15.18	81.86	80	>80
SD5.bin064	16567	12.04	80.97	80	>80
XZ3.bin026	16567	26.52	94.07	90	>90
SX3.bin082	16561	55.97	82.83	80	>80
JL1.bin057	16533	15.01	91.16	90	>90
SD4.bin017	16506	56.35	89.06	80	>80
XZ3.bin068	16496	19.51	70.6	70	>70
SD2.bin170	16477	11.59	92.57	90	>90
SX3.bin051	16475	16.21	91.08	90	>90
AH4.bin070	16457	12.31	82.4	80	>80
SX5.bin011	16457	155.5	89.39	80	>80
JL5.bin086	16456	32.25	72.98	70	>70
SX3.bin149	16448	18.99	81.34	80	>80
XZ4.bin015	16438	47.09	89.52	80	>80
JL2.bin022	16423	14.14	88.62	80	>80
XZ3.bin110	16423	94.97	100	90	>90
GX2.bin021	16406	216.43	82.66	80	>80
XZ3.bin099	16402	12.33	89.37	80	>80
SX4.bin027	16395	58.45	79.73	70	>70
GX5.bin027	16393	12.88	89.97	80	>80
SX4.bin035	16370	42.35	84.65	80	>80
AH1.bin054	16368	20.57	75.86	70	>70
JL2.bin058	16367	13.07	81.81	80	>80
JL2.bin153	16312	59.87	91.16	90	>90
JL2.bin081	16300	26.99	71.58	70	>70
SD2.bin011	16300	11.43	89.74	80	>80
SD1.bin026	16294	45.74	82.47	80	>80
XZ2.bin091	16285	11.8	76.67	70	>70
JL3.bin005	16262	114.61	76.79	70	>70
GX5.bin083	16248	13.43	90.49	90	>90
GX4.bin063	16238	15.07	80	80	>80
SX3.bin064	16217	13.69	76.2	70	>70
GX3.bin101	16204	18.31	83.69	80	>80
AH1.bin080	16196	27.52	84.65	80	>80
SX2.bin029	16185	15.67	74.83	70	>70
XZ5.bin030	16185	12.33	92.68	90	>90
AH4.bin110	16175	13.19	90.47	90	>90
AH2.bin046	16149	12.9	88.46	80	>80
SX1.bin046	16133	64.66	85.21	80	>80
JL5.bin118	16133	11.98	82.23	80	>80
SD4.bin006	16121	17.77	71.23	70	>70
XZ3.bin078	16116	22.47	85.13	80	>80
AH2.bin147	16097	12.06	87.85	80	>80
SD4.bin126	16075	11.78	91.54	90	>90
JL1.bin116	16068	23.09	75.11	70	>70
SX2.bin093	16058	45.32	88.8	80	>80
JL5.bin148	16048	99.98	87.93	80	>80
SX5.bin100	16046	42.18	83.56	80	>80
GX1.bin014	16032	38.06	95.08	90	>90
SD2.bin034	16028	27.09	85.16	80	>80
AH1.bin018	16028	11.73	86.86	80	>80
AH2.bin191	16028	19.39	93.18	90	>90
GX5.bin034	16009	12.4	89.86	80	>80
JL5.bin143	16009	14.09	78.52	70	>70
AH3.bin096	16005	13.01	85.82	80	>80
GX3.bin152	15991	18.63	80.53	80	>80
AH1.bin019	15987	36.27	83.53	80	>80
SD1.bin097	15987	12.59	89.52	80	>80
GX2.bin003	15983	27.17	76.08	70	>70
SD2.bin035	15972	17.93	77.64	70	>70
SD4.bin052	15967	41.29	77.49	70	>70
JL2.bin145	15922	18.02	70.33	70	>70
GX3.bin026	15918	13.01	83.54	80	>80
XZ3.bin127	15918	16.29	94.76	90	>90
XZ1.bin038	15909	16.74	72.13	70	>70
JL4.bin140	15907	15.07	77.94	70	>70
SD4.bin147	15893	12.43	79.89	70	>70
XZ5.bin141	15877	13.17	90.62	90	>90
GX3.bin151	15823	50.05	77.19	70	>70
SD1.bin139	15819	13.43	71.49	70	>70
XZ3.bin085	15787	12.44	95.4	90	>90
SX4.bin109	15774	43.33	79.64	70	>70
SD4.bin045	15729	51.59	85.3	80	>80
AH5.bin082	15725	13.72	90.69	90	>90
SX4.bin089	15695	13.86	74.98	70	>70
GX1.bin128	15685	16.01	72.48	70	>70
GX1.bin079	15674	16.46	80.98	80	>80
GX4.bin083	15658	14.59	89.28	80	>80
JL2.bin063	15656	64.28	83.33	80	>80
GX2.bin043	15647	15.35	90.32	90	>90
SX5.bin038	15644	22.55	80.5	80	>80
GX2.bin041	15642	55.42	91.26	90	>90
XZ5.bin076	15642	13.04	85.33	80	>80
GX2.bin027	15638	21.09	87.77	80	>80
AH2.bin203	15634	21.39	82.15	80	>80
SD3.bin186	15632	42.42	86.21	80	>80
GX5.bin021	15628	13.32	86.41	80	>80
JL5.bin050	15614	12.63	79.19	70	>70
SD2.bin126	15611	14.99	76.65	70	>70
SX2.bin162	15600	39.03	90.69	90	>90
SD3.bin104	15581	13.53	81.11	80	>80
AH1.bin036	15560	22.09	81.21	80	>80
GX1.bin018	15540	16.42	84.02	80	>80
SX2.bin157	15540	16.74	87.47	80	>80
GX2.bin081	15517	71.37	79.78	70	>70
SX3.bin078	15517	62.92	81.98	80	>80
SX1.bin116	15515	12.28	92.9	90	>90
SX1.bin017	15506	88.84	89.01	80	>80
SD3.bin009	15464	13.49	90.69	90	>90
JL1.bin064	15463	14.13	88.44	80	>80
JL5.bin018	15461	12.86	90.44	90	>90
AH2.bin110	15458	568.07	81.51	80	>80
AH2.bin146	15435	22.66	76.95	70	>70
AH5.bin066	15423	12.31	87.04	80	>80
JL1.bin049	15423	41.26	87.3	80	>80
SD4.bin073	15408	12.13	82.79	80	>80
XZ2.bin129	15407	12.58	87.14	80	>80
SD1.bin125	15406	208.51	96.72	90	>90
XZ3.bin034	15397	13.2	90.16	90	>90
SX2.bin057	15381	17.16	84.68	80	>80
JL4.bin076	15366	21.46	85.28	80	>80
AH1.bin068	15354	12.62	85.67	80	>80
SD3.bin128	15352	32.74	91.96	90	>90
XZ1.bin150	15334	14.3	90.65	90	>90
SX3.bin022	15312	23.8	91.47	90	>90
SD3.bin044	15306	36.89	90.23	90	>90
GX2.bin158	15289	15.67	82.28	80	>80
GX1.bin066	15271	12.22	87.73	80	>80
SX3.bin039	15241	14.26	81.21	80	>80
GX1.bin100	15237	53.98	86.52	80	>80
GX5.bin063	15234	76.95	93.61	90	>90
SD1.bin053	15234	13.79	79.08	70	>70
AH5.bin081	15200	13.39	88.61	80	>80
GX1.bin010	15196	12.88	95.02	90	>90
SD1.bin007	15194	69.7	79.21	70	>70
JL3.bin030	15179	18.63	81.51	80	>80
AH5.bin090	15170	11.95	74.64	70	>70
XZ4.bin047	15167	22.44	84.81	80	>80
JL4.bin072	15147	34.79	100	90	>90
XZ5.bin095	15142	12.59	81.87	80	>80
SD3.bin153	15127	12.9	94.61	90	>90
GX3.bin119	15109	19.01	100	90	>90
SD3.bin118	15097	143.02	75.63	70	>70
SX2.bin011	15092	23.79	81.04	80	>80
SD3.bin082	15085	21.34	88.59	80	>80
XZ1.bin174	15081	12.37	89.82	80	>80
SD4.bin093	15018	13.6	98.99	90	>90
AH3.bin068	15018	13.27	80.35	80	>80
XZ1.bin078	15018	31.55	93.05	90	>90
SD3.bin066	14997	61.97	84.56	80	>80
SX1.bin052	14975	80.27	76.71	70	>70
XZ1.bin169	14960	13.45	100	90	>90
JL3.bin103	14946	19.34	86.66	80	>80
SD3.bin158	14930	12.56	81.16	80	>80
XZ4.bin073	14920	14.36	86.72	80	>80
SX3.bin140	14900	85.82	75.59	70	>70
GX4.bin121	14881	32.03	78.86	70	>70
SD1.bin170	14857	24.22	86.3	80	>80
JL1.bin016	14830	24.09	72.73	70	>70
GX4.bin116	14823	16.32	76.57	70	>70
XZ2.bin088	14817	32.35	80.94	80	>80
SD2.bin091	14815	37.63	72.18	70	>70
XZ3.bin013	14805	11.81	78.75	70	>70
JL3.bin035	14795	16.97	89.27	80	>80
SD2.bin024	14779	12.54	86.42	80	>80
AH2.bin036	14759	26.09	87.15	80	>80
GX4.bin089	14747	13.67	83.96	80	>80
GX5.bin044	14744	50.36	88.42	80	>80
AH3.bin062	14738	12.66	86.75	80	>80
JL1.bin070	14721	14.25	85.75	80	>80
SD4.bin007	14721	16.31	86.42	80	>80
SD5.bin061	14686	13.97	97.31	90	>90
AH3.bin129	14668	14.19	80.98	80	>80
SD4.bin078	14652	16.23	85.3	80	>80
SD3.bin010	14639	20.95	86.55	80	>80
SD2.bin051	14631	70.66	75.11	70	>70
JL1.bin009	14621	16.68	94.46	90	>90
SD1.bin126	14619	13.35	72.41	70	>70
XZ2.bin079	14607	12.31	70.05	70	>70
SD5.bin160	14594	12.72	91.01	90	>90
SX4.bin055	14582	19.55	84.28	80	>80
SD1.bin055	14569	17.63	88.16	80	>80
AH3.bin126	14554	11.5	87.38	80	>80
SX4.bin065	14535	21.16	89.84	80	>80
JL4.bin139	14521	92.48	81.56	80	>80
GX3.bin162	14521	14.53	87.2	80	>80
SX1.bin108	14518	38.92	83.22	80	>80
JL1.bin094	14516	17.24	86.59	80	>80
JL1.bin164	14512	22.44	92.51	90	>90
GX2.bin042	14503	98.11	93.87	90	>90
XZ2.bin050	14494	18.54	89.9	80	>80
SD4.bin190	14493	47.07	78.97	70	>70
GX4.bin071	14472	14.75	84.23	80	>80
SD5.bin109	14472	64.98	83.45	80	>80
AH5.bin088	14463	13.58	77.35	70	>70
SD4.bin015	14462	49.67	74.7	70	>70
JL2.bin067	14445	27.7	77.58	70	>70
JL4.bin041	14437	18.05	90.49	90	>90
JL4.bin091	14406	13.49	72.64	70	>70
GX4.bin149	14395	12.79	86.37	80	>80
JL3.bin036	14364	217.14	84.45	80	>80
AH3.bin163	14335	16.29	84.34	80	>80
SX1.bin027	14329	13.94	79.81	70	>70
GX3.bin178	14327	12.92	90.01	90	>90
XZ2.bin128	14298	25.58	77.01	70	>70
SD5.bin063	14290	12.29	91.78	90	>90
SD3.bin170	14279	30.14	90.13	90	>90
SD2.bin127	14275	71.98	83.15	80	>80
AH3.bin087	14270	12.73	89.68	80	>80
JL3.bin050	14268	26.89	72.41	70	>70
GX2.bin166	14249	448.59	82.78	80	>80
SD5.bin138	14225	12.92	78.41	70	>70
JL5.bin039	14214	18.06	81	80	>80
GX1.bin081	14207	64.6	86.31	80	>80
AH2.bin041	14201	12.23	88.08	80	>80
AH4.bin086	14182	26.06	92.37	90	>90
GX5.bin078	14170	17.38	84.56	80	>80
JL3.bin061	14163	12.07	89.8	80	>80
GX5.bin097	14154	58.3	81.36	80	>80
XZ4.bin018	14148	13.74	84.55	80	>80
XZ3.bin095	14125	12.05	83.93	80	>80
GX3.bin104	14111	14.1	79.66	70	>70
SD4.bin011	14101	19.4	82.41	80	>80
SX2.bin153	14088	37.6	86.68	80	>80
SX1.bin062	14086	20.13	77.34	70	>70
XZ4.bin130	14085	16.94	84.31	80	>80
JL4.bin053	14063	162.5	86.83	80	>80
GX3.bin032	14031	11.98	79.51	70	>70
AH1.bin165	14026	12.59	82.82	80	>80
SX2.bin131	14012	12.37	74.38	70	>70
SX3.bin069	14007	47.82	74.91	70	>70
JL4.bin167	13988	14.83	93.76	90	>90
XZ2.bin064	13973	195.43	70.03	70	>70
AH4.bin102	13954	19.81	91.72	90	>90
JL1.bin002	13953	21.45	70.52	70	>70
XZ5.bin014	13916	11.81	71.79	70	>70
SX5.bin010	13902	81.9	95.11	90	>90
AH3.bin107	13862	12.57	88.51	80	>80
GX3.bin143	13852	102.02	76.62	70	>70
GX4.bin061	13835	30.14	79.64	70	>70
AH4.bin057	13833	23.52	90.54	90	>90
XZ3.bin124	13819	11.61	88.49	80	>80
JL1.bin047	13807	14.02	81.92	80	>80
SD4.bin171	13807	65.67	87.31	80	>80
JL4.bin164	13803	16.82	86	80	>80
JL5.bin090	13797	87.11	95.51	90	>90
AH1.bin066	13795	11.06	77.09	70	>70
SD1.bin162	13785	12.72	89.89	80	>80
JL4.bin131	13777	19.92	77.18	70	>70
AH4.bin079	13777	13.55	89.61	80	>80
XZ1.bin157	13763	11.26	76.76	70	>70
AH3.bin200	13760	12.13	85.53	80	>80
SD4.bin077	13759	33.21	71.6	70	>70
JL5.bin156	13750	70.7	83.21	80	>80
GX3.bin070	13729	12.21	91.57	90	>90
JL1.bin089	13711	32.29	79.19	70	>70
AH5.bin141	13695	12.29	86.09	80	>80
AH1.bin057	13672	11.68	88.43	80	>80
SX2.bin077	13657	12.54	79.18	70	>70
JL3.bin107	13654	84.2	78.28	70	>70
AH2.bin141	13648	253.61	70.58	70	>70
SX5.bin090	13648	11.71	91.2	90	>90
GX2.bin154	13646	21.05	91.61	90	>90
SD3.bin101	13645	12.63	77.08	70	>70
SD4.bin035	13638	14.8	85.11	80	>80
AH3.bin221	13636	12.13	81.58	80	>80
SD4.bin009	13635	58.99	72.41	70	>70
AH5.bin109	13632	154.55	71.72	70	>70
AH5.bin001	13628	12.49	92.08	90	>90
SD1.bin163	13615	12.72	81.65	80	>80
XZ4.bin002	13608	12.08	90.82	90	>90
SD4.bin068	13601	70.05	86.14	80	>80
SD4.bin104	13589	38.89	93.74	90	>90
GX4.bin055	13588	13.38	75.04	70	>70
AH1.bin051	13581	26.86	88.21	80	>80
AH1.bin100	13573	16.67	71.11	70	>70
AH1.bin017	13567	11.55	87.29	80	>80
XZ5.bin091	13557	14.48	92.59	90	>90
GX3.bin029	13545	11.82	83.22	80	>80
JL5.bin075	13530	12.27	84.25	80	>80
SD2.bin183	13524	44.08	75.03	70	>70
JL4.bin169	13518	12.69	71.4	70	>70
SX3.bin075	13514	56.9	70.69	70	>70
SD4.bin154	13506	11.46	81.02	80	>80
AH3.bin044	13497	23.18	81.08	80	>80
SD2.bin052	13497	36.3	78.55	70	>70
GX3.bin084	13476	11.99	79.38	70	>70
GX1.bin130	13474	13.25	89.84	80	>80
SD3.bin089	13464	14.09	89.02	80	>80
SD1.bin062	13462	11.6	86.14	80	>80
AH2.bin179	13460	11.87	73.26	70	>70
SD5.bin068	13453	12.23	72.41	70	>70
AH1.bin027	13434	11.27	89.75	80	>80
JL1.bin088	13420	52.51	79.66	70	>70
XZ4.bin085	13412	17.38	80.18	80	>80
JL5.bin044	13360	21.32	85.96	80	>80
AH5.bin091	13349	11.99	88.27	80	>80
AH4.bin083	13339	23.62	85.53	80	>80
JL5.bin114	13329	27.38	78.2	70	>70
SD5.bin126	13322	45.53	80.01	80	>80
GX2.bin175	13310	14.24	91.13	90	>90
SD4.bin187	13306	11.42	87.16	80	>80
SD1.bin117	13282	12.22	83.8	80	>80
SD2.bin096	13265	29.1	85.17	80	>80
JL2.bin019	13246	11.76	79.7	70	>70
SX2.bin049	13238	15.95	85.26	80	>80
GX2.bin149	13221	70.82	77.59	70	>70
GX2.bin013	13217	12.49	82.17	80	>80
GX3.bin008	13206	56.58	89.79	80	>80
AH4.bin054	13201	11.66	88.38	80	>80
GX2.bin067	13194	30.37	82.91	80	>80
JL5.bin031	13191	12.66	84.6	80	>80
XZ3.bin021	13188	19.16	94.62	90	>90
SD5.bin021	13181	13.34	76.36	70	>70
JL5.bin128	13176	11.14	83.63	80	>80
GX2.bin102	13165	21.96	78.92	70	>70
SX3.bin157	13156	13.62	80.27	80	>80
AH3.bin100	13152	12.7	76.72	70	>70
SX1.bin073	13141	23.66	73.47	70	>70
GX2.bin072	13131	13.55	90.98	90	>90
JL3.bin081	13109	14	76.85	70	>70
GX1.bin085	13108	46.03	86.26	80	>80
JL4.bin096	13107	19.65	71.31	70	>70
SX1.bin002	13101	13.35	73.48	70	>70
XZ1.bin081	13094	12.42	88.47	80	>80
SX5.bin018	13088	12.1	87.82	80	>80
GX3.bin017	13075	16.14	75.44	70	>70
SX5.bin065	13066	12.28	88.69	80	>80
JL4.bin013	13041	12.53	86.74	80	>80
JL3.bin083	13017	11.56	81.03	80	>80
SD4.bin182	13013	24.67	81.65	80	>80
AH3.bin161	13006	11.85	86.35	80	>80
AH2.bin210	13005	27.47	83.01	80	>80
JL1.bin039	13003	20.21	81.32	80	>80
JL5.bin100	12995	44.16	70.03	70	>70
AH3.bin052	12976	11.63	84.72	80	>80
AH5.bin105	12938	13.48	83.89	80	>80
SD3.bin132	12918	12.55	73.04	70	>70
GX5.bin045	12911	30.1	75.74	70	>70
JL1.bin008	12904	12.78	78.06	70	>70
AH4.bin035	12894	12.33	83.88	80	>80
GX2.bin061	12882	15.63	82.1	80	>80
AH5.bin049	12872	11.21	76.18	70	>70
GX1.bin015	12843	12.66	79.66	70	>70
GX1.bin127	12840	79.72	80.45	80	>80
JL4.bin162	12833	121.76	90.45	90	>90
JL5.bin149	12830	33.72	83.33	80	>80
XZ2.bin090	12795	14.22	76.09	70	>70
AH4.bin106	12789	12.41	74.69	70	>70
GX1.bin074	12777	15.6	79.98	70	>70
GX2.bin145	12776	13.83	78.9	70	>70
JL5.bin040	12771	35.39	80.84	80	>80
AH5.bin156	12768	32.26	80.39	80	>80
XZ4.bin159	12766	14.29	80.99	80	>80
SX3.bin151	12744	60.7	71.14	70	>70
XZ4.bin071	12726	12.63	83.15	80	>80
JL3.bin002	12707	11.84	84.05	80	>80
